"filename", "language", "Swift", "XML", "JSON", "C++", "YAML", "Properties", "Groovy", "Dart", "Markdown", "HTML", "comment", "blank", "total"
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/custom_bottom_navigation_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 3, 42
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/expandable_activity.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 4, 87
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/expandable_activity_item.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 3, 145
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/expandable_item.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 4, 148
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/expandable_product.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 3, 175
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/gradient_text.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 5, 33
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/input.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 3, 52
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/input_dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 4, 89
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/common/selector.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 8, 89
"/Users/ramidmour/development/flutter_calory_calculator/lib/widgets/diary/stat_item.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 3, 44
"/Users/ramidmour/development/flutter_calory_calculator/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 5, 16
"/Users/ramidmour/development/flutter_calory_calculator/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/ramidmour/development/flutter_calory_calculator/linux/main.cc", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/ramidmour/development/flutter_calory_calculator/linux/my_application.cc", "C++", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 11, 20, 105
"/Users/ramidmour/development/flutter_calory_calculator/linux/my_application.h", "C++", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/Users/ramidmour/development/flutter_calory_calculator/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/ramidmour/development/flutter_calory_calculator/macos/Runner/AppDelegate.swift", "Swift", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/ramidmour/development/flutter_calory_calculator/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/Users/ramidmour/development/flutter_calory_calculator/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 344
